100
-5.00000000,-4.33012724,0.00000000
-4.00000000,-4.33012724,0.00000000
-3.00000000,-4.33012724,0.00000000
-2.00000000,-4.33012724,0.00000000
-1.00000000,-4.33012724,0.00000000
0.00000000,-4.33012724,0.00000000
1.00000000,-4.33012724,0.00000000
2.00000000,-4.33012724,0.00000000
3.00000000,-4.33012724,0.00000000
4.00000000,-4.33012724,0.00000000
-4.50000000,-3.46410155,0.00000000
-3.50000000,-3.46410155,0.00000000
-2.50000000,-3.46410155,0.00000000
-1.50000000,-3.46410155,0.00000000
-0.50000000,-3.46410155,0.00000000
0.50000000,-3.46410155,0.00000000
1.50000000,-3.46410155,0.00000000
2.50000000,-3.46410155,0.00000000
3.50000000,-3.46410155,0.00000000
4.50000000,-3.46410155,0.00000000
-5.00000000,-2.59807611,0.00000000
-4.00000000,-2.59807611,0.00000000
-3.00000000,-2.59807611,0.00000000
-2.00000000,-2.59807611,0.00000000
-1.00000000,-2.59807611,0.00000000
0.00000000,-2.59807611,0.00000000
1.00000000,-2.59807611,0.00000000
2.00000000,-2.59807611,0.00000000
3.00000000,-2.59807611,0.00000000
4.00000000,-2.59807611,0.00000000
-4.50000000,-1.73205078,0.00000000
-3.50000000,-1.73205078,0.00000000
-2.50000000,-1.73205078,0.00000000
-1.50000000,-1.73205078,0.00000000
-0.50000000,-1.73205078,0.00000000
0.50000000,-1.73205078,0.00000000
1.50000000,-1.73205078,0.00000000
2.50000000,-1.73205078,0.00000000
3.50000000,-1.73205078,0.00000000
4.50000000,-1.73205078,0.00000000
-5.00000000,-0.86602539,0.00000000
-4.00000000,-0.86602539,0.00000000
-3.00000000,-0.86602539,0.00000000
-2.00000000,-0.86602539,0.00000000
-1.00000000,-0.86602539,0.00000000
0.00000000,-0.86602539,0.00000000
1.00000000,-0.86602539,0.00000000
2.00000000,-0.86602539,0.00000000
3.00000000,-0.86602539,0.00000000
4.00000000,-0.86602539,0.00000000
-4.50000000,0.00000000,0.00000000
-3.50000000,0.00000000,0.00000000
-2.50000000,0.00000000,0.00000000
-1.50000000,0.00000000,0.00000000
-0.50000000,0.00000000,0.00000000
0.50000000,0.00000000,0.00000000
1.50000000,0.00000000,0.00000000
2.50000000,0.00000000,0.00000000
3.50000000,0.00000000,0.00000000
4.50000000,0.00000000,0.00000000
-5.00000000,0.86602539,0.00000000
-4.00000000,0.86602539,0.00000000
-3.00000000,0.86602539,0.00000000
-2.00000000,0.86602539,0.00000000
-1.00000000,0.86602539,0.00000000
0.00000000,0.86602539,0.00000000
1.00000000,0.86602539,0.00000000
2.00000000,0.86602539,0.00000000
3.00000000,0.86602539,0.00000000
4.00000000,0.86602539,0.00000000
-4.50000000,1.73205078,0.00000000
-3.50000000,1.73205078,0.00000000
-2.50000000,1.73205078,0.00000000
-1.50000000,1.73205078,0.00000000
-0.50000000,1.73205078,0.00000000
0.50000000,1.73205078,0.00000000
1.50000000,1.73205078,0.00000000
2.50000000,1.73205078,0.00000000
3.50000000,1.73205078,0.00000000
4.50000000,1.73205078,0.00000000
-5.00000000,2.59807611,0.00000000
-4.00000000,2.59807611,0.00000000
-3.00000000,2.59807611,0.00000000
-2.00000000,2.59807611,0.00000000
-1.00000000,2.59807611,0.00000000
0.00000000,2.59807611,0.00000000
1.00000000,2.59807611,0.00000000
2.00000000,2.59807611,0.00000000
3.00000000,2.59807611,0.00000000
4.00000000,2.59807611,0.00000000
-4.50000000,3.46410155,0.00000000
-3.50000000,3.46410155,0.00000000
-2.50000000,3.46410155,0.00000000
-1.50000000,3.46410155,0.00000000
-0.50000000,3.46410155,0.00000000
0.50000000,3.46410155,0.00000000
1.50000000,3.46410155,0.00000000
2.50000000,3.46410155,0.00000000
3.50000000,3.46410155,0.00000000
4.50000000,3.46410155,0.00000000
261
1,0,0
2,1,0
3,2,0
4,3,0
5,4,0
6,5,0
7,6,0
8,7,0
9,8,0
10,0,0
10,1,0
11,1,0
11,2,0
11,10,0
12,2,0
12,3,0
12,11,0
13,3,0
13,4,0
13,12,0
14,4,0
14,5,0
14,13,0
15,5,0
15,6,0
15,14,0
16,6,0
16,7,0
16,15,0
17,7,0
17,8,0
17,16,0
18,8,0
18,9,0
18,17,0
19,9,0
19,18,0
20,10,0
21,10,0
21,11,0
21,20,0
22,11,0
22,12,0
22,21,0
23,12,0
23,13,0
23,22,0
24,13,0
24,14,0
24,23,0
25,14,0
25,15,0
25,24,0
26,15,0
26,16,0
26,25,0
27,16,0
27,17,0
27,26,0
28,17,0
28,18,0
28,27,0
29,18,0
29,19,0
29,28,0
30,20,0
30,21,0
31,21,0
31,22,0
31,30,0
32,22,0
32,23,0
32,31,0
33,23,0
33,24,0
33,32,0
34,24,0
34,25,0
34,33,0
35,25,0
35,26,0
35,34,0
36,26,0
36,27,0
36,35,0
37,27,0
37,28,0
37,36,0
38,28,0
38,29,0
38,37,0
39,29,0
39,38,0
40,30,0
41,30,0
41,31,0
41,40,0
42,31,0
42,32,0
42,41,0
43,32,0
43,33,0
43,42,0
44,33,0
44,34,0
44,43,0
45,34,0
45,35,0
45,44,0
46,35,0
46,36,0
46,45,0
47,36,0
47,37,0
47,46,0
48,37,0
48,38,0
48,47,0
49,38,0
49,39,0
49,48,0
50,40,0
50,41,0
51,41,0
51,42,0
51,50,0
52,42,0
52,43,0
52,51,0
53,43,0
53,44,0
53,52,0
54,44,0
54,45,0
54,53,0
55,45,0
55,46,0
55,54,0
56,46,0
56,47,0
56,55,0
57,47,0
57,48,0
57,56,0
58,48,0
58,49,0
58,57,0
59,49,0
59,58,0
60,50,0
61,50,0
61,51,0
61,60,0
62,51,0
62,52,0
62,61,0
63,52,0
63,53,0
63,62,0
64,53,0
64,54,0
64,63,0
65,54,0
65,55,0
65,64,0
66,55,0
66,56,0
66,65,0
67,56,0
67,57,0
67,66,0
68,57,0
68,58,0
68,67,0
69,58,0
69,59,0
69,68,0
70,60,0
70,61,0
71,61,0
71,62,0
71,70,0
72,62,0
72,63,0
72,71,0
73,63,0
73,64,0
73,72,0
74,64,0
74,65,0
74,73,0
75,65,0
75,66,0
75,74,0
76,66,0
76,67,0
76,75,0
77,67,0
77,68,0
77,76,0
78,68,0
78,69,0
78,77,0
79,69,0
79,78,0
80,70,0
81,70,0
81,71,0
81,80,0
82,71,0
82,72,0
82,81,0
83,72,0
83,73,0
83,82,0
84,73,0
84,74,0
84,83,0
85,74,0
85,75,0
85,84,0
86,75,0
86,76,0
86,85,0
87,76,0
87,77,0
87,86,0
88,77,0
88,78,0
88,87,0
89,78,0
89,79,0
89,88,0
90,80,0
90,81,0
91,81,0
91,82,0
91,90,0
92,82,0
92,83,0
92,91,0
93,83,0
93,84,0
93,92,0
94,84,0
94,85,0
94,93,0
95,85,0
95,86,0
95,94,0
96,86,0
96,87,0
96,95,0
97,87,0
97,88,0
97,96,0
98,88,0
98,89,0
98,97,0
99,89,0
99,98,0
225
10,1,11,2
11,2,12,3
12,3,13,4
13,4,14,5
14,5,15,6
15,6,16,7
16,7,17,8
