100
17,8,18,9
0,10,1,11
20,10,21,11
21,10,11,1
1,11,2,12
21,11,22,12
22,11,12,2
2,12,3,13
22,12,23,13
23,12,13,3
3,13,4,14
23,13,24,14
24,13,14,4
4,14,5,15
24,14,25,15
25,14,15,5
5,15,6,16
25,15,26,16
26,15,16,6
6,16,7,17
26,16,27,17
27,16,17,7
7,17,8,18
27,17,28,18
28,17,18,8
8,18,9,19
28,18,29,19
29,18,19,9
30,20,21,10
10,21,11,22
30,21,31,22
31,21,22,11
11,22,12,23
31,22,32,23
32,22,23,12
12,23,13,24
32,23,33,24
33,23,24,13
13,24,14,25
33,24,34,25
34,24,25,14
14,25,15,26
34,25,35,26
35,25,26,15
15,26,16,27
35,26,36,27
36,26,27,16
16,27,17,28
36,27,37,28
37,27,28,17
17,28,18,29
37,28,38,29
38,28,29,18
20,30,21,31
40,30,41,31
41,30,31,21
21,31,22,32
41,31,42,32
42,31,32,22
22,32,23,33
42,32,43,33
43,32,33,23
23,33,24,34
43,33,44,34
44,33,34,24
24,34,25,35
44,34,45,35
45,34,35,25
25,35,26,36
45,35,46,36
46,35,36,26
26,36,27,37
46,36,47,37
47,36,37,27
27,37,28,38
47,37,48,38
48,37,38,28
28,38,29,39
48,38,49,39
49,38,39,29
50,40,41,30
30,41,31,42
50,41,51,42
51,41,42,31
31,42,32,43
51,42,52,43
52,42,43,32
32,43,33,44
52,43,53,44
53,43,44,33
33,44,34,45
53,44,54,45
54,44,45,34
34,45,35,46
54,45,55,46
55,45,46,35
35,46,36,47
55,46,56,47
56,46,47,36
36,47,37,48
56,47,57,48
57,47,48,37
37,48,38,49
57,48,58,49
58,48,49,38
40,50,41,51
60,50,61,51
61,50,51,41
41,51,42,52
61,51,62,52
62,51,52,42
42,52,43,53
62,52,63,53
63,52,53,43
43,53,44,54
63,53,64,54
64,53,54,44
44,54,45,55
64,54,65,55
65,54,55,45
45,55,46,56
65,55,66,56
66,55,56,46
46,56,47,57
66,56,67,57
67,56,57,47
47,57,48,58
67,57,68,58
68,57,58,48
48,58,49,59
68,58,69,59
69,58,59,49
70,60,61,50
50,61,51,62
70,61,71,62
71,61,62,51
51,62,52,63
71,62,72,63
72,62,63,52
52,63,53,64
72,63,73,64
73,63,64,53
53,64,54,65
73,64,74,65
74,64,65,54
54,65,55,66
74,65,75,66
75,65,66,55
55,66,56,67
75,66,76,67
76,66,67,56
56,67,57,68
76,67,77,68
77,67,68,57
57,68,58,69
77,68,78,69
78,68,69,58
60,70,61,71
80,70,81,71
81,70,71,61
61,71,62,72
81,71,82,72
82,71,72,62
62,72,63,73
82,72,83,73
83,72,73,63
63,73,64,74
83,73,84,74
84,73,74,64
64,74,65,75
84,74,85,75
85,74,75,65
65,75,66,76
85,75,86,76
86,75,76,66
66,76,67,77
86,76,87,77
87,76,77,67
67,77,68,78
87,77,88,78
88,77,78,68
68,78,69,79
88,78,89,79
89,78,79,69
90,80,81,70
70,81,71,82
90,81,91,82
91,81,82,71
71,82,72,83
91,82,92,83
92,82,83,72
72,83,73,84
92,83,93,84
93,83,84,73
73,84,74,85
93,84,94,85
94,84,85,74
74,85,75,86
94,85,95,86
95,85,86,75
75,86,76,87
95,86,96,87
96,86,87,76
76,87,77,88
96,87,97,88
97,87,88,77
77,88,78,89
97,88,98,89
98,88,89,78
80,90,81,91
81,91,82,92
82,92,83,93
83,93,84,94
84,94,85,95
85,95,86,96
86,96,87,97
87,97,88,98
88,98,89,99
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
